tweet_id,timestamp,rating_out_of_10,name,stage,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorites,retweets,user_followers,user_favourites,date_time
892177421306343426,2017-08-01 00:17:27+00:00,13,Tilly,None,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True,31308,5721,8769713,145944,2017-08-01 00:17:27
891815181378084864,2017-07-31 00:18:03+00:00,12,Archie,None,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,23583,3786,8769713,145944,2017-07-31 00:18:03
891689557279858688,2017-07-30 15:58:51+00:00,13,Darla,None,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,paper_towel,0.17027799999999998,False,Labrador_retriever,0.168086,True,spatula,0.0408359,False,39632,7892,8769713,145944,2017-07-30 15:58:51
891327558926688256,2017-07-29 16:00:24+00:00,12,Franklin,None,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,basset,0.555712,True,English_springer,0.22577,True,German_short-haired_pointer,0.175219,True,37832,8512,8769713,145944,2017-07-29 16:00:24
891087950875897856,2017-07-29 00:08:17+00:00,13,None,None,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,Chesapeake_Bay_retriever,0.425595,True,Irish_terrier,0.116317,True,Indian_elephant,0.07690219999999999,False,19059,2850,8769713,145944,2017-07-29 00:08:17
890971913173991426,2017-07-28 16:27:12+00:00,13,Jax,None,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,Appenzeller,0.34170300000000003,True,Border_collie,0.199287,True,ice_lolly,0.193548,False,11099,1854,8769713,145944,2017-07-28 16:27:12
890729181411237888,2017-07-28 00:22:40+00:00,13,None,None,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,Pomeranian,0.566142,True,Eskimo_dog,0.17840599999999998,True,Pembroke,0.0765069,True,61205,17250,8769713,145944,2017-07-28 00:22:40
890609185150312448,2017-07-27 16:25:51+00:00,13,Zoey,None,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,Irish_terrier,0.487574,True,Irish_setter,0.193054,True,Chesapeake_Bay_retriever,0.118184,True,26216,3924,8769713,145944,2017-07-27 16:25:51
890240255349198849,2017-07-26 15:59:51+00:00,14,Cassie,doggo,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,29968,6719,8769713,145944,2017-07-26 15:59:51
890006608113172480,2017-07-26 00:31:25+00:00,13,Koda,None,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,28856,6709,8769713,145944,2017-07-26 00:31:25
889880896479866881,2017-07-25 16:11:53+00:00,13,Bruno,None,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,26226,4563,8769713,145944,2017-07-25 16:11:53
889665388333682689,2017-07-25 01:55:32+00:00,13,None,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,45185,9156,8769713,145944,2017-07-25 01:55:32
889638837579907072,2017-07-25 00:10:02+00:00,12,Ted,None,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,25440,4108,8769713,145944,2017-07-25 00:10:02
889531135344209921,2017-07-24 17:02:04+00:00,13,Stuart,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,14221,2058,8769713,145944,2017-07-24 17:02:04
889278841981685760,2017-07-24 00:19:32+00:00,13,Oliver,None,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,23698,4876,8769713,145944,2017-07-24 00:19:32
888917238123831296,2017-07-23 00:22:39+00:00,12,Jim,None,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,27384,4117,8769713,145944,2017-07-23 00:22:39
888804989199671297,2017-07-22 16:56:37+00:00,13,Zeke,None,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,24068,3882,8769713,145944,2017-07-22 16:56:37
888554962724278272,2017-07-22 00:23:06+00:00,13,Ralphus,None,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,18583,3185,8769713,145944,2017-07-22 00:23:06
888078434458587136,2017-07-20 16:49:33+00:00,12,Gerald,None,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,20492,3168,8769713,145944,2017-07-20 16:49:33
887705289381826560,2017-07-19 16:06:48+00:00,13,Jeffrey,None,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,28444,4921,8769713,145944,2017-07-19 16:06:48
887473957103951883,2017-07-19 00:47:34+00:00,13,Canela,None,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,64683,16473,8769713,145944,2017-07-19 00:47:34
887343217045368832,2017-07-18 16:08:03+00:00,13,None,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,31660,9575,8769713,145944,2017-07-18 16:08:03
887101392804085760,2017-07-18 00:07:08+00:00,12,None,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,28798,5450,8769713,145944,2017-07-18 00:07:08
886983233522544640,2017-07-17 16:17:36+00:00,13,Maya,None,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,32886,7018,8769713,145944,2017-07-17 16:17:36
886736880519319552,2017-07-16 23:58:41+00:00,13,Mingus,None,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,11279,2938,8769713,145944,2017-07-16 23:58:41
886366144734445568,2017-07-15 23:25:31+00:00,12,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,19897,2896,8769713,145944,2017-07-15 23:25:31
886258384151887873,2017-07-15 16:17:19+00:00,13,Waffles,None,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,26344,5775,8769713,145944,2017-07-15 16:17:19
885984800019947520,2017-07-14 22:10:11+00:00,12,Jimbo,None,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,30631,6145,8769713,145944,2017-07-14 22:10:11
885528943205470208,2017-07-13 15:58:47+00:00,13,Maisey,None,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,33813,5850,8769713,145944,2017-07-13 15:58:47
885167619883638784,2017-07-12 16:03:00+00:00,13,None,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,20601,4002,8769713,145944,2017-07-12 16:03:00
884925521741709313,2017-07-12 00:01:00+00:00,12,Earl,None,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,72608,16575,8769713,145944,2017-07-12 00:01:00
884876753390489601,2017-07-11 20:47:12+00:00,13,Lola,None,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,26210,5112,8769713,145944,2017-07-11 20:47:12
884562892145688576,2017-07-11 00:00:02+00:00,13,Kevin,None,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,22849,4301,8769713,145944,2017-07-11 00:00:02
884441805382717440,2017-07-10 15:58:53+00:00,14,None,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,25475,5211,8769713,145944,2017-07-10 15:58:53
884162670584377345,2017-07-09 21:29:42+00:00,12,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,19199,2739,8769713,145944,2017-07-09 21:29:42
883838122936631299,2017-07-09 00:00:04+00:00,12,Noah,None,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,20570,3145,8769713,145944,2017-07-09 00:00:04
883482846933004288,2017-07-08 00:28:19+00:00,5,Bella,None,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,43102,9035,8769713,145944,2017-07-08 00:28:19
883360690899218434,2017-07-07 16:22:55+00:00,13,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,21335,3388,8769713,145944,2017-07-07 16:22:55
883117836046086144,2017-07-07 00:17:54+00:00,13,None,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,34898,6073,8769713,145944,2017-07-07 00:17:54
882992080364220416,2017-07-06 15:58:11+00:00,13,Rusty,None,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,22480,3564,8769713,145944,2017-07-06 15:58:11
882762694511734784,2017-07-06 00:46:41+00:00,12,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,26605,4477,8769713,145944,2017-07-06 00:46:41
882627270321602560,2017-07-05 15:48:34+00:00,13,Stanley,None,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,26332,5566,8769713,145944,2017-07-05 15:48:34
882268110199369728,2017-07-04 16:01:23+00:00,13,Alfy,None,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,42189,10599,8769713,145944,2017-07-04 16:01:23
882045870035918850,2017-07-04 01:18:17+00:00,13,Koko,None,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,27588,4479,8769713,145944,2017-07-04 01:18:17
881906580714921986,2017-07-03 16:04:48+00:00,12,Rey,None,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,22895,3113,8769713,145944,2017-07-03 16:04:48
881666595344535552,2017-07-03 00:11:11+00:00,13,Gary,None,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,47655,9780,8769713,145944,2017-07-03 00:11:11
881536004380872706,2017-07-02 15:32:16+00:00,14,None,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,46541,14624,8769713,145944,2017-07-02 15:32:16
880872448815771648,2017-06-30 19:35:32+00:00,12,None,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,20035,3508,8769714,145944,2017-06-30 19:35:32
880465832366813184,2017-06-29 16:39:47+00:00,12,Bella,None,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,26822,5698,8769714,145944,2017-06-29 16:39:47
880221127280381952,2017-06-29 00:27:25+00:00,12,Jesse,None,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,25401,3814,8769714,145944,2017-06-29 00:27:25
